Date of obs,Date of pub,Period of obs,Brief decsription,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Tears,Comments (No.),,Page/Account/Group,,share,views,Hug,Thinking
30-Jun-20,29-Jun-20,10 am to 5 pm,Post making fun of tiktokers with photoshopping their pictures with of transgenders,C4,"S1,S3",-,one comment laughing,5,0,2,0,0,0,1,,Hindu Putra - G,,1,,0,0
30-Jun-20,30-Jun-20,10 am to 5 pm,Post saying you bring afzal from every house and we got one yogi and you are now scared,C4,"S3,S4",-,no comments,4,0,2,0,0,0,0,,Hindu Putra - G,,0,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,video of a hindu organization leader thanking hindus for support,C3,"S1,S4",-,people writing jai shree ram,9,4,0,0,0,0,3,,Hindu Putra - G,,3,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,post saying as next leader Yogi is ready,C4,"S1,S4",-,no comments,15,1,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,Post saying bollywood is part of Islamic conspiracy in india,C5,"S1,S2,",A2,no comments,3,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
30-Jun-20,30-Jun-20,10 am to 5 pm,post making fun of Muslims on ban of tiktok,C5,"S1,S2,S3",-,people laughing,5,0,1,0,0,0,5,,Nitin Gupta,,0,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,Post saying illegal weapon factory of muslim is caught in mahua,C4,S3,-,people praising the arrest,180,11,1,8,3,1,9,,Rajeev Brahmarshi,,21,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,A sketch of himself made by some supporter,C4,-,-,people praising it,316,58,0,0,1,0,27,,Rajeev Brahmarshi,,0,,0,3
30-Jun-20,29-Jun-20,10 am to 5 pm,Another sketch with a person,C7,S4,-,people praising it,139,36,0,0,0,0,19,,Rajeev Brahmarshi,,2,,0,1
30-Jun-20,30-Jun-20,10 am to 5 pm,Live video performing pooja,C3,-,-,people praising it,159,56,1,0,1,0,69,,Rajeev Brahmarshi,,22,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,Post saying tiktok is banned and he will be brand ambassador of Indian alternative,C4,"S1,S2,S3,S4",A2,people praising modi and making fun of tiktokers,15 k,1 k,17,0,43,1,1 k,,Updesh Rana,,357,,0,106
30-Jun-20,29-Jun-20,10 am to 5 pm,post about the protest for SSR death,C4,-,-,people writing jai shree ram,289,33,0,0,1,6,34,,Aryan Singh,,10,,0,2
30-Jun-20,29-Jun-20,10 am to 5 pm,Post saying SSR was murdered with a video of his body,C4,"S1,S2,",-,people demanding justice,112,1,1,4,3,51,35,,Aryan Singh,,84,,0,0
30-Jun-20,30-Jun-20,10 am to 5 pm,anti reservation video from some show,C3,S5,-,people agreeing and saying it should end,39,2,0,0,0,7,23,,Aryan Singh,,16,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,link to article saying Tahir Hussain has accepted that prep for riots were going on from January,C1,S1,A4,people saying they should be forced to speak more,552,1,1,61,7,20,14,,Ajeet Bharti,,264,,0,0
30-Jun-20,29-Jun-20,10 am to 5 pm,live video about ban on chinese apps by Indian govt,C3,"S1,S3,S4,S2",A2,people praising it and demanding more ban,550,61,1,0,2,0,51,,Ajeet Bharti,,159,98 k,0,1
30-Jun-20,30-Jun-20,10 am to 5 pm,link to article about ban on tiktok,C1,"S1,S2,S3,S4",A1,people calling them traitors who are saying we should return the money,337,1,34,44,1,0,48,,Ajeet Bharti,,111,,0,0
30-Jun-20,30-Jun-20,10 am to 5 pm,live video about tik tok ban,C3,"S1,S3,S2,S4",,people praising the deicison,210,14,20,0,0,0,20,,Ajeet Bharti,,62,24 k,0,1
,,,,,,,,,,,,,,,,,,,,,
1-Jul-20,1-Jul-20,10 am to 5 pm,Sharing a memory with kids from last year,C4,-,-,people praising it,111,3,0,0,0,0,2,,Karni Sena,,0,,0,0
1-Jul-20,29-Jun-20,10 am to 5 pm,Picture of Hindu God,C4,-,-,people greeting back,207,17,0,0,0,0,13,,Brahman Samaj Seva Samiti,,1,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post saying how Javed Akhtar islamizes bollywood through his movie writing,C4,S1,"A1,A2",people abusing and calling for boycott,122,1,5,35,0,0,34,,Brahman Samaj Seva Samiti,,28,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post about the quote from Mahabharat,C4,-,-,people writing jai shree ram,99,4,0,0,0,0,4,,Brahman Samaj Seva Samiti,,5,,0,0
1-Jul-20,25-Jun-20,10 am to 5 pm,post with the picture of SRK and Imran Khan,C4,S1,-,people calling him a dog,57,2,7,0,1,0,6,,Brahman Samaj Seva Samiti,,16,,0,0
1-Jul-20,25-Jun-20,10 am to 5 pm,Post against Amir khan and bollywood conspiracy,C5,"S1,S2",A2,people agreeing ,24,0,0,2,0,0,7,,Brahman Samaj Seva Samiti,,3,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post against Ashutosh Kumar with picture of Rajeev Brahmarshi,C7,"S3,S5",-,people agreeing and writing jai shree ram,480,34,0,0,3,0,47,,Hindu Putra,,2,,0,5
1-Jul-20,1-Jul-20,10 am to 5 pm,Post about nagesh samrat demanding release,C4,-,-,one person praising it,20,4,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,Post saying we should put hanuman chaleesa on loudspeakers at the time of azan as Kangana Said,C4,"S1,S4,S5",A3,no comments,6,1,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post saying people criticising modi are dogs and pigs,C4,"S1,S4",-,no comments,2,0,1,0,0,0,0,,Hindu Putra - G,,0,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,A rap video of some boys from Bihar,C3,-,-,one person praising it,13,2,0,0,1,0,1,,Hindu Putra - G,,0,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,A video of a woman asking not to watch Amir's movies,C3,"S2,S4",A2,no comments,9,4,0,0,0,0,0,,Hindu Putra - G,,2,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,Post saying media and police got sold to hide SSR murder,C4,S2,-,no comments,7,0,0,0,0,3,0,,Hindu Putra - G,,0,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,Post demanding justice for SSR,C4,S5,-,no comments,15,1,0,0,0,5,0,,Hindu Putra - G,,1,,0,1
1-Jul-20,30-Jun-20,10 am to 5 pm,Post saying congress eats beef and hence they need to be out of here,C4,"S1,S2,S5",A3,people abusing congress,20,0,1,4,0,0,3,,Hindu Putra - G,,0,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post saying indian get bothered only by increased petrol prices but are ready to pay for alcohol,C4,"S2,S3,S4",-,one comment disagreeing,25,0,3,0,0,1,1,,Hindu Putra - G,,4,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,post saying women who marries muslim is a prostitute,C7,S1,-,no comments,3,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,post saying hindus need to be open to give work to other but within hindu community,C5,"S4,S5",-,no comments,3,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
1-Jul-20,1-Jul-20,10 am to 5 pm,post saying how every hindu system has scientific reasoning,C5,S4,-,no comments,4,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post saying arogya setu has stopped working but it will be working soon,C4,-,-,people praising it,189,12,0,0,1,10,11,,Aryan Singh,,0,,0,2
1-Jul-20,1-Jul-20,10 am to 5 pm,video of interview with a local channel,C3,"S1,S2,S4","A1,A3",people praising it and writing jai shree ram,150,53,1,0,4,0,59,,Aryan Singh,,13,,0,5
1-Jul-20,30-Jun-20,10 am to 5 pm,Picture of himself doing the puja,C4,-,-,people writing jai shree ram,369,58,2,0,6,0,28,,Rajeev Brahmarshi,,1,,0,1
1-Jul-20,30-Jun-20,10 am to 5 pm,Post about removing pakistan flag from a house with the help of Giriraj singh,C4,S4,-,people praising it,19,1,0,3,0,0,1,,Rajeev Brahmarshi,,0,,0,0
1-Jul-20,30-Jun-20,10 am to 5 pm,Post taunting Ashutosh Kumar,C4,S4,-,people praising it,128,23,3,0,1,0,156,,Rajeev Brahmarshi,,16,,0,1
1-Jul-20,1-Jul-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,75,10,0,0,0,0,7,,Rajeev Brahmarshi,,0,,0,2
1-Jul-20,30-Jun-20,10 am to 5 pm,link to satirical article about tik tok ban ,C1,"S1,S3,S4",A2,people praising and asking for ban on NDTV,483,1,303,3,2,0,29,,Ajeet Bharti,,137,,0,1
1-Jul-20,30-Jun-20,10 am to 5 pm,live video about satire on Ravish and tiktok,C3,"S1,S2,S3,S4",-,people praising it and making fun of ravish and tik tok,816,57,305,0,5,0,134,,Ajeet Bharti,,211,127 k,0,4
1-Jul-20,1-Jul-20,10 am to 5 pm,link to article about Abdul hameed,C1,"S1,S2",-,most people saying that story about hameed is fake,194,28,0,0,0,0,4,,Ajeet Bharti,,24,,0,1
1-Jul-20,30-Jun-20,10 am to 5 pm,Post saying he is talking to karishma bhonsle for her help,C4,S4,-,people praising it,19 k,1k,7,1,20,4,1.7 k,,Updesh Rana,,606,,0,119
1-Jul-20,30-Jun-20,10 am to 5 pm,"live video about karishma bhonsle, organization and tik tok",C3,S4,-,people supporting him,4.7 k,568,5,0,7,1,1.7 k,,Updesh Rana,,377,26 k,0,31
1-Jul-20,30-Jun-20,10 am to 5 pm,live video about tik tok,C3,"S1,S4,S5",A2,people praising it,5.6 k,715,11,1,13,2,1.8 k,,Updesh Rana,,657,37 k,0,53
1-Jul-20,30-Jun-20,10 am to 5 pm,Post promoting some local ice cream man,C4,S4,-,people praising him,18 k,1.4 k,14,0,42,0,916,,Updesh Rana,,389,,0,106
,,,,,,,,,,,,,,,,,,,,,
2-Jul-20,2-Jul-20,10 am to 5 pm,Post about urging people to join Karni Sena,C4,-,-,people showing interest,101,4,0,0,0,0,13,,Karni Sena,,7,,0,1
2-Jul-20,2-Jul-20,10 am to 5 pm,post about demanding FIR against Ramdev,C6,-,-,no comments,3,0,0,0,0,0,0,,Karni Sena,,13,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,a video saying how JNU is manipulating indian history for muslims,C3,S2,-,no comments,4,0,0,0,0,0,0,,Brahman Samaj Seva Samiti,,1,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,Post saying dahej should be eradicate,C4,-,-,one person agreeing,28,0,0,0,0,0,1,,Brahman Samaj Seva Samiti,,0,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,Post saying in India people mourn for tiktok more than armymen,C4,S1,A2,people asking boycott for chinese googs,52,0,0,7,0,7,4,,Brahman Samaj Seva Samiti,,4,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,video of Payal Rohatgi asking for boycott of Netflix,C3,"S1,S2,",A2,no comments,6,0,0,0,0,0,0,,Brahman Samaj Seva Samiti,,2,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,Video of young girl claiming she was raped by her father,C3,S1,A1,people the girl was Muslim people saying they should be killed,3,0,0,4,0,4,11,,Brahman Samaj Seva Samiti,,7,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,post saying indian army is in good leadership of brahmans and they are our idols,C4,S4,-,people writing jai parshuram,898,55,0,0,3,0,139,,Brahman Samaj Seva Samiti,,46,,0,3
2-Jul-20,2-Jul-20,10 am to 5 pm,Post asking when will india become Hindu Rashtra,C4,S5,-,people agreeing,23,0,0,0,0,0,4,,Brahman Samaj Seva Samiti,,2,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,post asking which is bigger out of constitution and the Manusmriti,C4,S5,-,most people saying constitution and some saying manusmriti,23,0,0,0,0,0,8,,Brahman Samaj Seva Samiti,,8,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,video of a girl criticising modi for banning tik tok,C3,S1,A1,people abusing her and calling her a prostitute,8,0,11,1,0,0,27,,Brahman Samaj Seva Samiti,,0,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,Post about new appointment to the organization,C4,S4,-,people congrulating him,80,7,0,0,0,0,10,,Hindu Putra,,0,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,video about how modi is important for survival of Hindus,C3,"S1,S2,S4",-,people writing correct,2,0,0,0,0,0,2,,Hindu Putra - G,,1,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,post saying if Muslims love their country why pakistan was created,C4,"S1,S2,S5",-,no comments,1,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,post defending modi over petrol prices,C4,"S2,S3,S4",-,no comments,3,1,2,0,1,0,0,,Hindu Putra - G,,0,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,video of a girl criticising modi for banning tik tok,C3,"S1,S3,",A1,people abusing her and telling her to go to china,1,0,4,0,0,0,10,,Hindu Putra - G,,0,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,post with a picture of beedi named with Hindu goddess and owned by a Muslim man,C4,S5,-,no comments,12,0,0,0,0,0,0,,Hindu Putra - G,,1,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,Post saying there is a war of civilization between Islam and everyone,C5,"S1,S2,S5",-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,1,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,Post saying Hindu putra members should not make reference to political parties ,C4,S4,-,people writing jai shree ram,62,7,0,0,0,0,10,,Rajeev Brahmarshi,,0,,0,0
2-Jul-20,2-Jul-20,10 am to 5 pm,Post of religious greeting,C4,-,-,one person greeting back,53,9,0,0,0,0,1,,Rajeev Brahmarshi,,0,,0,2
2-Jul-20,1-Jul-20,10 am to 5 pm,live video about shootout in Kashmir that killed a civilian,C3,"S1,S4",A4,people supporting him and demanding action,965,32,0,15,1,236,50,,Ajeet Bharti,,366,,0,4
2-Jul-20,2-Jul-20,10 am to 5 pm,link to article about kashmir shhotout,C1,"S1,S4",A1,"one guy saying if that kid says police killed his grandfather, kill him too",130,0,0,12,0,20,6,,Ajeet Bharti,,52,,0,0
2-Jul-20,1-Jul-20,10 am to 5 pm,"Post saying someone is selling liquor named maharana, if they do not stop, he will make sure it is stopped",C4,"S1,S4",A1,people supporting him and saying yes we have to stop it,11 k,510,6,22,42,3,587,,Updesh Rana,,600,,0,32
2-Jul-20,1-Jul-20,10 am to 5 pm,post saying evevryone should carry hindtuva in their heart,C4,S4,-,people writing jai shree ram,19 k,1.2 k,8,0,23,0,1.7 k,,Updesh Rana,,685,,0,90
,,,,,,,,,,,,,,,,,,,,,
3-Jul-20,2-Jul-20,10 am to 5 pm,Post about protest for SSR death and chinese boycott,C6,-,A2,people writing boycott in comments,350,7,0,0,0,2,6,,Karni Sena,,4,,0,2
3-Jul-20,2-Jul-20,10 am to 5 pm,Post about expansion of organization,C6,-,-,no comments,105,3,0,0,0,0,0,,Karni Sena,,2,,0,1
3-Jul-20,2-Jul-20,10 am to 5 pm,Post asking if the young widows should re marry,C4,S5,-,people saying yes,9,0,0,0,0,0,7,,Brahman Samaj Seva Samiti,,0,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,Tiktok video of a foreigner following Hinduism,C3,-,-,people writing jai shree krishna,64,8,0,0,0,0,3,,Brahman Samaj Seva Samiti,,8,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,Post about a brahman IPS officer,C4,S4,A4,people praising him,84,2,0,0,0,0,8,,Brahman Samaj Seva Samiti,,1,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,Post about some gangster called Vikas Dube,C4,S1,A4,people agreeing ,77,2,0,4,0,0,31,,Brahman Samaj Seva Samiti,,7,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,"Post of the picture of indian air force women soldier and saying this is beaty, not bollywood",C4,"S4,S5",-,people writing jai hind,400,19,0,0,0,0,61,,Brahman Samaj Seva Samiti,,5,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,post about people who are supporting vikas dube,C4,S1,A4,people saying he should be killed,80,0,2,0,0,14,44,,Brahman Samaj Seva Samiti,,3,,0,0
3-Jul,3-Jul-20,10 am to 5 pm,Post about vikas dube,C4,"S1,S2,S4",A4,people saying he must be a muslim pretending to be a brahman,73,0,0,3,0,5,25,,Brahman Samaj Seva Samiti,,3,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,Post about CRPF jawan who apparently saved a kid in Kashmir,C4,S4,-,people writing jai hind,85,6,0,0,1,0,9,,Brahman Samaj Seva Samiti,,11,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,post demanding the end of china,C4,S4,A4,no comments,7,0,0,0,0,0,0,,Hindu Putra - G,,2,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,Post asking people to write jai shree ram for the pride of Hindus and India,C4,S5,-,people writing jai shree ram,179,17,0,1,0,0,101,,Hindu Putra - G,,0,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,Post asking people to say which flag is better between india's nad Pakistan's,C4,S5,-,people choosing indian flag,10,0,0,2,0,0,9,,Hindu Putra - G,,0,,0,0
3-Jul,3-Jul-20,10 am to 5 pm,Picture of Hindu God,C4,-,-,no comments,12,0,0,0,1,0,0,,Hindu Putra - G,,0,,0,1
3-Jul-20,2-Jul-20,10 am to 5 pm,Post saying Islam promotes rape as strategy,C5,"S1,S2",-,no comments,2,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,shared a memory of last year urging for economic boycot,C5,"S1,S5",A2,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,Post with picture of people suffering of famine and saying even corona will pass,C4,-,-,people agreeing ,153,0,0,0,0,26,9,,Rajeev Brahmarshi,,5,,0,5
3-Jul-20,2-Jul-20,10 am to 5 pm,post of a folk song,C3,-,-,people praising it,15,0,0,0,0,0,2,,Rajeev Brahmarshi,,1,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,Video of people singing bhajan,C3,-,-,one comment saying jai shree ram,30,4,0,0,0,0,1,,Rajeev Brahmarshi,,3,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,video of potter talking about his work,C3,-,-,no comments,16,1,0,0,0,0,0,,Rajeev Brahmarshi,,0,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,114,17,0,0,1,0,14,,Rajeev Brahmarshi,,0,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,Post urging his organization members to stay away from politics and follow him on instagram,C6,-,-,no comments,18,0,0,0,0,0,0,,Rajeev Brahmarshi,,0,,0,0
3-Jul-20,3-Jul-20,10 am to 5 pm,Post about attending a cricket tournament as guest,C4,-,-,people writing religious greeting,337,76,0,0,2,0,68,,Aryan Singh,,0,,0,4
3-Jul-20,3-Jul-20,10 am to 5 pm,post about kanpur encounter case,C5,"S1,S2",A4,people expressing anger,2.8 k,27,1,21,1,687,297,,Updesh Rana,,116,,0,6
3-Jul-20,3-Jul-20,10 am to 5 pm,post about helping a woman asked him for help,C3,-,-,people praising him,1.8 k,145,0,0,6,6,185,,Updesh Rana,,127,,0,41
3-Jul-20,2-Jul-20,10 am to 5 pm,live video about shootout in Kashmir that killed a civilian,C3,"S1,S2,S5",-,people saying it is conspiracy,437,24,1,5,0,17,23,,Ajeet Bharti,,97,19 k,0,1
3-Jul-20,3-Jul-20,10 am to 5 pm,link to article about gokulpuri FIR,C1,"S1,S4,S5",-,just two comments one guy saying say something about kanpur and other giy saying don't wrry yogi will kill them,47,0,0,2,0,0,2,,Ajeet Bharti,,10,,0,0
3-Jul-20,2-Jul-20,10 am to 5 pm,live video saying how china is on backfoot agaist India,C3,"S1,S3,S4,",-,people praising him,720,80,2,0,2,0,43,,Ajeet Bharti,,250,71 k,0,4
,,,,,,,,,,,,,,,,,,,,,
4-Jul-20,3-Jul-20,10 am to 5 pm,Post about praising government for boycotting chinese apps,C3,S4,-,people praising it,244,11,0,0,0,0,25,,Karni Sena,,2,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Post wishing Swami Vivekanand birthday,C4,-,-,people praising it,341,19,0,0,0,0,24,,Karni Sena,,16,,0,2
4-Jul-20,4-Jul-20,10 am to 5 pm,Post expressing condolence for kanpur shootout,C4,-,-,no comments,23,2,0,0,0,3,0,,Karni Sena,,0,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Post about vikas dube and kanpur shootout,C5,S1,A4,people saying he should be killed,72,1,0,10,0,2,57,,Brahman Samaj Seva Samiti,,11,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Picture of Hindu God,C4,-,-,people writing religious greeting,22,1,0,0,0,0,2,,Brahman Samaj Seva Samiti,,0,,0,0
4-Jul-20,3-Jul-20,10 am to 5 pm,post about army man who apparently saved a child in Kashmir shootout,C4,S4,-,people praising him and saying because he is a brahman,189,13,0,0,2,0,14,,Brahman Samaj Seva Samiti,,12,,0,1
4-Jul-20,4-Jul-20,10 am to 5 pm,Post froma guy helping some stranger in trouble,C5,-,-,people thanking him,23,1,0,0,0,0,5,,Brahman Samaj Seva Samiti,,0,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,video of a guy refusing to give chanda,C3,S1,A1,people absusing him,6,0,1,2,0,2,17,,Brahman Samaj Seva Samiti,,2,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Post asking people to say jai shree ram,C4,-,-,people writing jai shree ram,258,4,0,0,0,0,38,,Brahman Samaj Seva Samiti,,0,,0,1
4-Jul-20,3-Jul-20,10 am to 5 pm,"Post saying he is an astrologer and if some brahman needs to know their future, talk to him",C4,S4,-,people giving their number,488,15,0,0,0,0,214,,Brahman Samaj Seva Samiti,,11,,0,2
4-Jul-20,4-Jul-20,10 am to 5 pm,Sarcastic video about how resrvation helps less talented people to get ahea,C3,"S3,S4",-,no comments,5,1,0,2,0,0,0,,Brahman Samaj Seva Samiti,,2,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Post about attack on a brahman and caption saying even in BJP rule this is happening,C4,-,-,no comments,5,0,0,2,0,3,0,,Brahman Samaj Seva Samiti,,1,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,new profile picture with a picture of modi,C4,-,-,people praising it,42,3,0,0,0,0,7,,Nitin Gupta,,1,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,post about how there is islamic conspiracy in meat industry,C5,"S1,S2,S5",A2,no comments,0,0,0,0,0,0,0,,Nitin Gupta,,0,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,post about how foregin products are bad and part of conspiracy,C5,"S2,S5",-,no comments,1,0,0,0,0,0,0,,Nitin Gupta,,2,,0,0
4-Jul-20,3-Jul,10 am to 5 pm,post about boycotting an MLA for lack of work in her constituency,C4,-,-,people agreeing ,61,1,0,0,0,0,3,,Hindu Putra - G,,0,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Post comparing pics of Modi and manmohan singh,C4,S4,-,one random comment,1,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,post saying how Modi will win more than 400 seats next time,C4,S4,-,people agreeing ,17,0,3,0,0,0,2,,Hindu Putra - G,,2,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,Post demanding lockdown for Patna in wake of corona,C4,-,-,people agreeing ,10,0,0,0,0,0,1,,Hindu Putra - G,,0,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,video of some guy sayiing we have picked up lathis for khans now,C3,S1,"A1,A2",people abusing and asking for boycott,32,10,0,0,0,0,12,,Hindu Putra - G,,2,,0,0
4-Jul-20,3-Jul-20,10 am to 5 pm,post about protest for SSR death,C4,S4,"A1,A2",one comment saying yes,49,2,0,0,0,0,1,,Hindu Putra - G,,1,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,post saying why only mosques are allowed to be open,C4,"S2,S5",-,no comments,12,0,0,0,0,0,0,,Hindu Putra - G,,0,,0,0
4-Jul-20,3-Jul-20,10 am to 5 pm,Post praising Modi,C4,"S1,S4",-,people agreeing ,341,63,2,0,1,0,107,,Rajeev Brahmarshi,,9,,0,2
4-Jul-20,4-Jul-20,10 am to 5 pm,Post of religious greeting,C4,-,-,people greeting back,107,11,0,0,1,0,13,,Rajeev Brahmarshi,,1,,0,0
4-Jul-20,4-Jul-20,10 am to 5 pm,his own picture with caption saying his work for Hindus will be remembered ,C7,S4,-,people praising him,155,23,0,0,2,0,12,,Rajeev Brahmarshi,,1,,0,3
4-Jul-20,3-Jul-20,10 am to 5 pm,live video urging people to join his group,C3,-,-,people praising him,4.1 k,496,6,1,4,5,"1,6 k",,Updesh Rana,,460,24 k,0,31
4-Jul-20,3-Jul-20,10 am to 5 pm,Post with an old picture talking about his journey,C4,"S1,S4",-,people praising him,10 k,1 k,12,1,36,11,1.1 k,,Updesh Rana,,333,,0,262
4-Jul-20,4-Jul-20,10 am to 5 pm,post about new appointment to the organization,C4,-,-,people praising and congrulating him,1.9 k,92,2,0,4,0,181,,Updesh Rana,,37,,0,3
4-Jul-20,3-Jul-20,10 am to 5 pm,live video criticising left over Gokulpuri FIR,C3,"S1,S2,S4",-,people praising him telling the truth,644,30,1,18,3,6,44,,Ajeet Bharti,,295,67 k,0,2
,,,,,,,,,,,,,,,,,,,,,
6-Jul-20,5-Jul-20,10 am to 5 pm,Post about virtual rally in Bihar,C4,-,-,people writing jai karni sena,297,8,0,0,0,0,11,,Karni Sena,,7,,0,1
6-Jul-20,6-Jul-20,10 am to 5 pm,Post about organizing a meeting in Meerut,C4,-,-,people writing jai shree ram,446,13,0,0,0,0,10,,Karni Sena,,3,,0,1
6-Jul-20,6-Jul-20,10 am to 5 pm,Post wishing happy start of shravan,C4,-,-,people writing har har mahadev,225,17,0,0,0,0,28,,Karni Sena,,20,,0,3
6-Jul-20,6-Jul-20,10 am to 5 pm,sharing a memory from 2014 in which he has asked people to come on street for alwar band,C4,-,-,one person giving rock on emoji,3,0,0,0,0,0,1,,Nitin Gupta,,0,,0,0
6-Jul-20,6-Jul-20,10 am to 5 pm,Post asking people to only post things related to brahman and not political posts,C4,S5,-,people agreeing ,56,3,0,0,0,0,8,,Brahman Samaj Seva Samiti,,0,,0,0
6-Jul-20,5-Jul-20,10 am to 5 pm,Post asking people to not support vikas dube,C4,S1,A4,some poeple still supporting and leading into an argument,154,4,18,3,2,0,137,,Brahman Samaj Seva Samiti,,5,,0,0
6-Jul-20,4-Jul-20,10 am to 5 pm,post saying Brahmans should not eat meat,C4,"S1,S4,S5",-,people agreeing and calling those who eat as animalistic,907,27,0,1,0,0,215,,Brahman Samaj Seva Samiti,,28,,0,2
6-Jul-20,5-Jul-20,10 am to 5 pm,Picture of hindu God,C4,-,-,people writing religious greeting,41,2,0,0,0,0,6,,Brahman Samaj Seva Samiti,,0,,0,0
6-Jul-20,6-Jul-20,10 am to 5 pm,Picture of CRPF jawan kneeling in front of a temple,C4,-,-,people writing religious greeting,540,38,0,0,0,0,29,,Brahman Samaj Seva Samiti,,11,,0,9
6-Jul-20,5-Jul-20,10 am to 5 pm,Sarcastic post against demolition of Vikas Dube's house,C4,"S3,S4",A4,people defending him or asking to be shot down,148,0,11,2,0,8,59,,Brahman Samaj Seva Samiti,,6,,0,1
6-Jul-20,6-Jul-20,10 am to 5 pm,Post saying brahmans are being targetted in UP,C4,S1,A1,people showing anger,182,1,0,43,0,23,29,,Brahman Samaj Seva Samiti,,102,,0,0
